book_title,book_authors,book_format,book_isbn,book_pages,book_rating,book_rating_count
Going Postal,Terry Pratchett,Mass Market Paperback,978315742118,394 ,4.37,89341
Batman: The Dark Knight Returns,Frank Miller|Klaus Janson|Lynn Varley,Hardcover,978315742119,197 ,4.25,149561
The Tale of Genji,Murasaki Shikibu|Royall Tyler,Paperback,978315742120,1182 ,3.71,8738
The Well of Ascension,Brandon Sanderson,Hardcover,978315742121,590 ,4.36,206309
The Raven and Other Poems,Edgar Allan Poe|Philip Pullman,Paperback,978315742122,73 ,4.31,36732
We Have Always Lived in the Castle,Shirley Jackson,Paperback,978315742123,146 ,4.03,70631
Nights in Rodanthe,Nicholas Sparks,Paperback,978315742124,222 ,3.83,143421
Harriet the Spy,Louise Fitzhugh,Mass Market Paperback,978315742125,300 ,3.95,89547
"Night World, No. 2",L.J. Smith,Paperback,978315742126,662 ,4.2,55613
The Decameron,Giovanni Boccaccio|G.H. McWilliam,Paperback,978315742127,909 ,3.87,28647
The Way of Shadows,Brent Weeks,Mass Market Paperback,978315742128,645 ,4.16,127753
Germinal,Émile Zola|Roger Pearson,Paperback,978315742129,592 ,4.11,24488
The Dispossessed,Ursula K. Le Guin,Paperback,978315742130,387 ,4.2,66030
Till We Have Faces,C.S. Lewis,Paperback,978315742131,313 ,4.19,44135
The Throne of Fire,Rick Riordan,Hardcover,978315742132,452 ,4.21,135743
Momo,Michael Ende,Paperback,978315742133,304 ,4.3,39953
The Song of Achilles,Madeline Miller,Hardcover,978315742134,352 ,4.31,91962
The Evolution of Mara Dyer,Michelle Hodkin,Kindle Edition,978315742135,545 ,4.32,76411
The Tale of Despereaux,Kate DiCamillo|Timothy Basil Ering,Paperback,978315742136,267 ,4.02,137671
Animal Farm / 1984,George Orwell|Christopher Hitchens,Hardcover,978315742137,400 ,4.27,139866
Switched,Amanda Hocking,Paperback,978315742138,304 ,3.88,84510
Hawaii,James A. Michener,Paperback,978315742139,1136 ,4.19,65584
Halo,Alexandra Adornetto,Hardcover,978315742140,485 ,3.66,61061
Year of Wonders,Geraldine Brooks,Paperback,978315742141,358 ,4,117158
Hatchet,Gary Paulsen,Hardcover,978315742142,208 ,3.69,259170
Pretty Little Liars,Sara Shepard,Hardcover,978315742143,286 ,3.89,176001
The Turn of the Screw,Henry James,Paperback,978315742144,131 ,3.45,75800
The Choice,Nicholas Sparks,Hardcover,978315742145,272 ,3.99,139841
The Celestine Prophecy,James Redfield|James Redfield,Paperback,978315742146,247 ,3.62,83289
Fingersmith,Sarah Waters,Paperback,978315742147,582 ,4.02,63441
The Red Badge of Courage,Stephen Crane,Paperback,978315742148,170 ,3.22,80260
Archer's Voice,Mia Sheridan,Kindle Edition,978315742149,345 ,4.43,68727
The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,Paperback,978315742150,2088 ,4.43,94348
The Complete Persepolis,Marjane Satrapi|Mattias Ripa|Blake Ferris|Anjali Singh,Paperback,978315742151,341 ,4.38,91388
The Man in the High Castle,Philip K. Dick,Paperback,978315742152,259 ,3.64,131613
The Accidental Tourist,Anne Tyler,Paperback,978315742153,352 ,3.91,87960
Zorba the Greek,Nikos Kazantzakis|Carl Wildman,Paperback,978315742154,335 ,4.09,28473
Inkspell,Cornelia Funke|Anthea Bell,Hardcover,978315742155,635 ,3.91,96010
Red Dragon,Thomas   Harris,Hardcover,978315742156,348 ,4.02,228729
The Assassin's Blade,Sarah J. Maas,ebook,978315742157,448 ,4.46,86055
Fifty Shades Trilogy,E.L. James,ebook,978315742158,1859 ,4.12,107808
The Quiet American,Graham Greene|Robert  Stone,Paperback,978315742159,180 ,3.96,38574
White Teeth,Zadie Smith,Paperback,978315742160,448 ,3.76,101795
The Immortal Rules,Julie Kagawa,Hardcover,978315742161,485 ,4.1,60158
Kushiel's Dart,Jacqueline Carey,Paperback,978315742162,1015 ,4.04,62225
Cross My Heart and Hope to Spy,Ally Carter,Hardcover,978315742163,236 ,4.13,77081
The Wasp Factory,Iain Banks,Paperback,978315742164,192 ,3.84,58392
Under the Never Sky,Veronica Rossi,Paperback,978315742165,374 ,4,101521
Losing Hope,Colleen Hoover,Kindle Edition,978315742166,321 ,4.36,86498
Sweet Evil,Wendy Higgins,Paperback,978315742167,447 ,4.12,64509
The Day of the Triffids,John Wyndham,Paperback,978315742168,228 ,4,74624
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst|Ray Cruz,Paperback,978315742169,32 ,4.22,158285
Tai-Pan,James Clavell,Paperback,978315742170,734 ,4.26,39684
Beautiful Darkness,Kami Garcia|Margaret Stohl,Hardcover,978315742171,503 ,3.84,112996
Hopscotch,Julio Cortázar|Gregory Rabassa,Paperback,978315742172,564 ,4.25,23899
Cujo,Stephen King,Paperback,978315742173,432 ,3.68,188941
Max,James Patterson,Hardcover,978315742174,309 ,4.07,65315
El Diablo,M.  Robinson,ebook,978315742175,469 ,4.19,8531
Bastard Out of Carolina,Dorothy Allison,Mass Market Paperback,978315742176,320 ,4.1,35084
The Red and the Black,Stendhal|Roger Gard,Paperback,978315742177,608 ,3.87,47803
The Dead Zone,Stephen King,Mass Market Paperback,978315742178,402 ,3.91,149863
The Gormenghast Novels,Mervyn Peake|Anthony Burgess|Quentin Crisp,Paperback,978315742179,1173 ,3.99,7683
The Waves,Virginia Woolf,Paperback,978315742180,297 ,4.14,22133
The Nightingale,Kristin Hannah,Hardcover,978315742181,440 ,4.56,442593
Sharp Objects,Gillian Flynn,Paperback,978315742182,254 ,3.94,457063
Outliers: The Story of Success,Malcolm Gladwell,Hardcover,978315742183,309 ,4.12,410779
Stolen: A Letter to My Captor,Lucy Christopher,Paperback,978315742184,304 ,3.93,61479
Magic Bites,Ilona Andrews,Mass Market Paperback,978315742185,260 ,4.07,85821
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,Hardcover,978315742186,336 ,4.09,1350
Old Yeller,Fred Gipson,Paperback,978315742187,132 ,4.07,76825
Journey to the Center of the Earth,Jules Verne,Paperback,978315742188,240 ,3.85,124537
Meditations,Marcus Aurelius|Martin Hammond|Diskin Clay,Paperback,978315742189,254 ,4.23,73945
The Glass Bead Game,Hermann Hesse|Richard Winston|Clara Winston|Theodore Ziolkowski,Paperback,978315742190,558 ,4.11,27185
Villette,Charlotte Brontë|A.S. Byatt|Μαρία Λαϊνά|Ignes Sodre,Paperback,978315742191,573 ,3.75,53028
Effortless,S.C. Stephens,Paperback,978315742192,487 ,4.36,109562
Inkdeath,Cornelia Funke,Paperback,978315742193,699 ,3.94,63483
Impulse,Ellen Hopkins,Hardcover,978315742194,666 ,4.28,65580
Between Shades of Gray,Ruta Sepetys,Hardcover,978315742195,344 ,4.37,121731
The Dragon Reborn,Robert Jordan,Mass Market Paperback,978315742196,624 ,4.24,177847
Born at Midnight,C.C. Hunter,Paperback,978315742197,398 ,4.13,75216
The Crying of Lot 49,Thomas Pynchon,Paperback,978315742198,152 ,3.7,59689
The French Lieutenant's Woman,John Fowles,Paperback,978315742199,470 ,3.86,42076
The Pelican Brief,John Grisham,Paperback,978315742200,400 ,3.97,321339
Needful Things,Stephen King,Paperback,978315742201,790 ,3.89,176009
Ink Exchange,Melissa Marr,Hardcover,978315742202,325 ,3.68,53283
Extras,Scott Westerfeld,Hardcover,978315742203,417 ,3.59,95821
Naked in Death,J.D. Robb,Mass Market Paperback,978315742204,306 ,4.12,143195
Alias Grace,Margaret Atwood|Brigitte Walitzek,Paperback,978315742205,636 ,4.01,83714
Tropic of Cancer,Henry Miller,Paperback,978315742206,318 ,3.71,54338
Tiger's Voyage,Colleen Houck,Paperback,978315742207,560 ,4.34,28815
Quo Vadis,Henryk Sienkiewicz|W.S. Kuniczak,Paperback,978315742208,589 ,4.14,22585
Just So Stories,Rudyard Kipling,Hardcover,978315742209,210 ,4.09,41511
A Room of One's Own,Virginia Woolf,Mass Market Paperback,978315742210,112 ,4.12,85961
The Tenant of Wildfell Hall,Anne Brontë|Stevie Davies,Paperback,978315742211,542 ,3.93,75988
The Blade Itself,Joe Abercrombie,Paperback,978315742212,517 ,4.15,125632
Les Fleurs du Mal,Charles Baudelaire|Richard Howard,Paperback,978315742213,365 ,4.26,40046
The Alchemyst,Michael Scott,Paperback,978315742214,390 ,3.84,123903
Iron Kissed,Patricia Briggs,Mass Market Paperback,978315742215,287 ,4.36,95498
Garden Spells,Sarah Addison Allen,Hardcover,978315742216,304 ,4.07,76726
Need,Carrie Jones,Hardcover,978315742217,306 ,3.71,58078
Gilead,Marilynne Robinson,Paperback,978315742218,247 ,3.85,66137
Ragtime,E.L. Doctorow,Paperback,978315742219,320 ,3.88,33456
On the Jellicoe Road,Melina Marchetta,Paperback,978315742220,290 ,4.13,44301
"Love, Rosie",Cecelia Ahern,Paperback,978315742221,512 ,3.94,87231
Black Like Me,John Howard Griffin,Paperback,978315742222,208 ,4.13,53681
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie|Ellen Forney,Hardcover,978315742223,230 ,4.12,194204
If You Give a Mouse a Cookie,Laura Joffe Numeroff|Felicia Bond,Hardcover,978315742224,40 ,4.25,223524
The Fury / Dark Reunion,L.J. Smith,Paperback,978315742225,520 ,3.74,55646
The Winter of Our Discontent,John Steinbeck|Susan Shillinglaw,Paperback,978315742226,336 ,3.99,33619
The Immortal Life of Henrietta Lacks,Rebecca Skloot,Hardcover,978315742227,370 ,4.05,474590
Memoirs of Hadrian,Marguerite Yourcenar|Grace Frick,Paperback,978315742228,347 ,4.25,14292
Burned,Ellen Hopkins,Hardcover,978315742229,431 ,4.24,53370
Thus Spoke Zarathustra,Friedrich Nietzsche|Walter Kaufmann,Paperback,978315742230,327 ,4.07,89359
An Echo in the Bone,Diana Gabaldon,Hardcover,978315742231,1149 ,4.43,97202
The Dead Girls' Dance,Rachel Caine,Mass Market Paperback,978315742232,248 ,4.06,51631
What Is the What,Dave Eggers,Hardcover,978315742233,475 ,4.16,68462
China Blues,Ki Longfellow|Ki Longfellow,Paperback,978315742234,456 ,4.09,1238
A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,Paperback,978315742235,316 ,4.05,127847
The Blue Sword,Robin McKinley,Paperback,978315742236,256 ,4.23,49991
"The Diamond Age: Or, A Young Lady's Illustrated Primer",Neal Stephenson,Paperback,978315742237,499 ,4.19,72514
Don't Judge a Girl by Her Cover,Ally Carter,Hardcover,978315742238,263 ,4.2,61471
Something Borrowed,Emily Giffin,Hardcover,978315742239,322 ,3.84,463572
The Spy Who Came In from the Cold,John le Carré,Paperback,978315742240,224 ,4.07,55908
Vampire Academy Collection,Richelle Mead,Paperback,978315742241,1120 ,4.61,32462
Anne of the Island,L.M. Montgomery,Paperback,978315742242,272 ,4.22,109218
The Sky Is Everywhere,Jandy Nelson,Hardcover,978315742243,275 ,4.02,80161
The Prime of Miss Jean Brodie,Muriel Spark,Paperback,978315742244,150 ,3.75,35867
Cheaper by the Dozen,Frank B. Gilbreth Jr.|Ernestine Gilbreth Carey,Paperback,978315742245,224 ,4.01,33406
Wait for You,J. Lynn|Jennifer L. Armentrout,Nook,978315742246,332 ,4.18,123055
Chronicle of a Death Foretold,Gabriel García Márquez|Gregory Rabassa,Paperback,978315742247,120 ,3.96,94869
Perdido Street Station,China Miéville,Mass Market Paperback,978315742248,623 ,3.97,50989
The Traitor's Emblem,Juan Gomez-Jurado|Daniel Hahn,Hardcover,978315742249,317 ,3.8,1762
Gabriel's Rapture,Sylvain Reynard,ebook,978315742250,386 ,4.22,101567
Kissed by an Angel/The Power of Love/Soulmates,Elizabeth Chandler,Paperback,978315742251,690 ,4.08,24804
The Serpent's Shadow,Rick Riordan,Hardcover,978315742252,406 ,4.29,100639
Invisible Cities,Italo Calvino|William Weaver,Paperback,978315742253,165 ,4.19,45983
The Complete Fairy Tales,Hans Christian Andersen|Lily Owens|Arthur Rackham|Hans Richter,Hardcover,978315742254,803 ,4.29,99310
"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne|Melvyn New,Paperback,978315742255,784 ,3.74,17429
Rapture,Lauren Kate,Kindle Edition,978315742256,466 ,4.03,93529
The Painted Bird,Jerzy Kosiński,Paperback,978315742257,234 ,3.94,17701
The Mayor of Casterbridge,Thomas Hardy|Keith Wilson,Paperback,978315742258,445 ,3.81,48791
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,Hardcover,978315742259,303 ,4.34,171102
Imajica,Clive Barker,Paperback,978315742260,823 ,4.16,18843
The Selfish Gene,Richard Dawkins,Paperback,978315742261,360 ,4.13,113263
Wintergirls,Laurie Halse Anderson,Hardcover,978315742262,278 ,3.98,99435
Before I Go to Sleep,S.J. Watson,Hardcover,978315742263,359 ,3.88,241537
The Iliad,Homer|Robert Fagles|Frédéric Mugler|Bernard Knox,Paperback,978315742264,683 ,3.84,305440
Life As We Knew It,Susan Beth Pfeffer,Paperback,978315742265,337 ,3.89,104892
The Manufactured Identity,Heath Sommer,Paperback,978315742266,305 ,3.52,404
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,Hardcover,978315742267,229 ,4.15,142160
An American Tragedy,Theodore Dreiser|Richard R. Lingeman,Paperback,978315742268,859 ,3.94,28791
The End of the Affair,Graham Greene|Monica Ali,Paperback,978315742269,160 ,3.95,39805
Three Men in a Boat,Jerome K. Jerome,Mass Market Paperback,978315742270,185 ,3.9,45108
A Voice in the Wind,Francine Rivers|Richard Ferrone,Paperback,978315742271,520 ,4.56,64940
River God,Wilbur Smith,Paperback,978315742272,664 ,4.2,29668
The Silver Linings Playbook,Matthew Quick,Paperback,978315742273,289 ,4,137350
Pushing the Limits,Katie McGarry,Hardcover,978315742274,392 ,4.07,107457
The Satanic Verses,Salman Rushdie,Paperback,978315742275,561 ,3.71,46919
All Things Bright and Beautiful,James Herriot,Paperback,978315742276,378 ,4.31,61991
The White Tiger,Aravind Adiga,Hardcover,978315742277,320 ,3.72,136870
A Suitable Boy,Vikram Seth,Paperback,978315742278,1474 ,4.11,37985
The House of the Scorpion,Nancy Farmer,Paperback,978315742279,380 ,4.1,69977
The Book of Disquiet,Fernando Pessoa|Richard Zenith,Paperback,978315742280,544 ,4.48,16148
The Warded Man,Peter V. Brett,Hardcover,978315742281,416 ,4.26,90927
Hiroshima,John Hersey,Paperback,978315742282,152 ,3.95,49745
Complicate Me,M.  Robinson,Kindle Edition,978315742283,397 ,4.18,7510
Entwined with You,Sylvia Day,Paperback,978315742284,356 ,4.19,165346
A Good Man is Hard to Find and Other Stories,Flannery O'Connor,Hardcover,978315742285,252 ,4.24,33930
Jaws,Peter Benchley,Hardcover,978315742286,320 ,3.97,118678
Dark Places,Gillian Flynn,Hardcover,978315742287,349 ,3.93,453296
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo|Lynn Vincent,Paperback,978315742288,162 ,4.01,248290
Midwives,Chris Bohjalian,Paperback,978315742289,384 ,3.98,142501
Even Cowgirls Get the Blues,Tom Robbins,Paperback,978315742290,366 ,3.75,46282
The Angel's Game,Carlos Ruiz Zafón|Lucia Graves,Hardcover,978315742291,531 ,3.88,86978
The Princess Diaries,Meg Cabot,Library Binding,978315742292,283 ,3.77,215643
The Thief Lord,Cornelia Funke,Paperback,978315742293,350 ,3.95,72540
"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,Paperback,978315742294,704 ,4.03,40453
Honor and Polygamy,Omar Farhad,Paperback,978315742295,132 ,4.25,151
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Paperback,978315742296,301 ,3.94,573862
Real,Katy Evans,ebook,978315742297,293 ,4.21,94085
"Girl, Interrupted",Susanna Kaysen,Paperback,978315742298,169 ,3.9,162304
Labyrinths:  Selected Stories and Other Writings,Jorge Luis Borges|Donald A. Yates|James E. Irby|André Maurois,Paperback,978315742299,256 ,4.46,25095
Metamorphoses,Ovid|David Raeburn|Denis Feeney,Paperback,978315742300,723 ,4.04,52161
Pawn of Prophecy,David Eddings,Paperback,978315742301,304 ,4.16,81970
Lady Midnight,Cassandra Clare,Hardcover,978315742302,720 ,4.45,120990
City of Thieves,David Benioff,Hardcover,978315742303,258 ,4.29,90644
Cloudy With a Chance of Meatballs,Judi Barrett|Ron Barrett,Paperback,978315742304,32 ,4.16,110829
Centennial,James A. Michener,Paperback,978315742305,1056 ,4.23,35542
Out of My Mind,Sharon M. Draper,Hardcover,978315742306,295 ,4.37,82985
The Sword of Shannara,Terry Brooks,Paperback,978315742307,726 ,3.76,73979
Wallbanger,Alice Clayton,Paperback,978315742308,384 ,4.08,154144
Winter,Marissa Meyer,Hardcover,978315742309,827 ,4.48,141643
"Eragon, Eldest & Brisingr",Christopher Paolini,Hardcover,978315742310,1952 ,4.21,29622
Grendel,John Gardner,Paperback,978315742311,174 ,3.69,29063
Magic Bleeds,Ilona Andrews,Mass Market Paperback,978315742312,349 ,4.46,61168
And the Mountains Echoed,Khaled Hosseini,Hardcover,978315742313,404 ,4.04,255588
The Opportunist,Tarryn Fisher,Kindle Edition,978315742314,278 ,4.22,44701
If Tomorrow Comes,Sidney Sheldon,Hardcover,978315742315,501 ,4.03,52787
The Iron Knight,Julie Kagawa,Paperback,978315742316,400 ,4.22,72920
The Art of Happiness,Dalai Lama XIV|Howard C. Cutler,Hardcover,978315742317,336 ,4.16,75522
Blood Bound,Patricia Briggs,Mass Market Paperback,978315742318,292 ,4.31,98833
Yertle the Turtle and Other Stories,Dr. Seuss,Library Binding,978315742319,96 ,4.15,30261
Who Moved My Cheese?,Spencer Johnson|Kenneth H. Blanchard,Hardcover,978315742320,96 ,3.77,294573
Ubik,Philip K. Dick|David Alabort|Manuel Espín,Paperback,978315742321,288 ,4.11,67575
Demons,Fyodor Dostoyevsky|Richard Pevear|Larissa Volokhonsky,Paperback,978315742322,733 ,4.26,30555
Only the Good Spy Young,Ally Carter,Hardcover,978315742323,265 ,4.29,56848
The Summer I Turned Pretty,Jenny Han,Hardcover,978315742324,276 ,3.95,123951
Aesop's Fables,Aesop|Laura Harris|Laura Gibbs,Paperback,978315742325,306 ,4.05,105917
The Shadow Rising,Robert Jordan,Mass Market Paperback,978315742326,1007 ,4.22,142054
Rant,Chuck Palahniuk,Hardcover,978315742327,320 ,3.82,56023
Reaper Man,Terry Pratchett,Paperback,978315742328,352 ,4.28,69463
The Forty Rules of Love,Elif Shafak,Hardcover,978315742329,354 ,4.16,90677
Red Queen,Victoria Aveyard,Hardcover,978315742330,383 ,4.07,400358
"Tomorrow, When the War Began",John Marsden,Paperback,978315742331,276 ,4.05,43929
Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,Paperback,978315742332,237 ,4.23,64216
A Scanner Darkly,Philip K. Dick,Paperback,978315742333,219 ,4.03,71251
The Miraculous Journey of Edward Tulane,Kate DiCamillo|Bagram Ibatoulline,Hardcover,978315742334,200 ,4.35,64478
The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson|Rod Bradbury,Paperback,978315742335,396 ,3.82,164644
A Storm of Swords: Blood and Gold,George R.R. Martin,Paperback,978315742336,639 ,4.56,70159
Boy's Life,Robert R. McCammon,Mass Market Paperback,978315742337,580 ,4.34,21314
Fang,James Patterson,Hardcover,978315742338,309 ,4.07,53854
Bone Crossed,Patricia Briggs,Mass Market Paperback,978315742339,300 ,4.34,85664
Cat's Eye,Margaret Atwood,Paperback,978315742340,462 ,3.93,49416
The Final Warning,James Patterson,Hardcover,978315742341,256 ,3.85,62616
Fall of Giants,Ken Follett,Hardcover,978315742342,985 ,4.27,217917
The Brothers K,David James Duncan,Paperback,978315742343,645 ,4.39,12524
Masquerade,Melissa de la Cruz,Hardcover,978315742344,307 ,3.91,82016
Les Liaisons dangereuses,Pierre Choderlos de Laclos|Douglas Parmée,Paperback,978315742345,448 ,4.07,38620
The Book of Negroes,Lawrence Hill,Paperback,978315742346,470 ,4.45,62300
Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,Paperback,978315742347,328 ,4.44,107
Captive,Gabrielle Estres,ebook,978315742348,,4.79,331
Crossed,Ally Condie,Paperback,978315742349,367 ,3.52,192136
The Crystal Cave,Mary  Stewart,Paperback,978315742350,494 ,4.13,38790
The Forever War,Joe Haldeman,Paperback,978315742351,278 ,4.15,115822
Skulduggery Pleasant,Derek Landy|Tom Percival,Hardcover,978315742352,392 ,4.21,44143
Dolores Claiborne,Stephen King|Dominique Dill,Mass Market Paperback,978315742353,324 ,3.84,108723
Can You Keep a Secret?,Sophie Kinsella,Paperback,978315742354,374 ,3.84,328193
Mistress Suffragette,Diana   Forbes,Kindle Edition,978315742355,333 ,4.21,1032
Old Man's War,John Scalzi,Mass Market Paperback,978315742356,351 ,4.23,127975
